  基础知识|数字市场中，影响消费者决策的两大核心机制是什么？	{{c1::声誉机制}}和{{c2::商品推荐}}。前者通过用户评价建立信任、降低信息不对称；后者通过个性化引导降低搜寻成本、创造新需求。
基础知识|数字商品供给最显著的成本特征是什么？	{{c1::零边际成本}}。即数字商品（如软件、电子书）在完成首次开发后，复制和分发给新增一个用户的成本几乎为零，但其{{c2::固定成本}}通常很高。
基础知识|什么是“守门人”平台？	指在数字市场中，因其巨大规模和网络效应，从而能{{c1::控制}}第三方商家与消费者之间{{c2::接触通道}}的大型数字平台，是反垄断事前监管的核心对象。
基础知识|数字经济市场竞争的四个主要特点是什么？	1. {{c1::数据与算法}}成为核心竞争要素；<br>2. “{{c2::守门人}}”平台成为市场主导力量；<br>3. 竞争体现为{{c3::平台生态系统}}之间的对抗；<br>4. {{c4::破坏性创新}}成为动态竞争的主导力量。
基础知识|影响数字经济市场竞争的四个主要因素是什么？	1. {{c1::数据独占性}}（决定进入壁垒）；<br>2. {{c2::网络效应强度}}（决定市场集中趋势）；<br>3. {{c3::用户多属}}（或单属，决定平台间竞争激烈程度）；<br>4. {{c4::用户转换成本}}（决定用户锁定效应）。
基础知识|平台垄断势力的三个层次是什么？	1. {{c1::绝对垄断势力}}（在单一市场内，相对竞争对手的优势）；<br>2. {{c2::相对垄断势力}}（作为中介，对平台内用户的控制力）；<br>3. {{c3::生态垄断势力}}（利用核心优势，跨市场施加影响力）。
复习题1|总论：声誉机制与商品推荐是如何影响数字市场消费者决策的？	声誉机制通过{{c1::建立信任}}、降低信息不对称来影响决策；<br>商品推荐则通过{{c2::个性化引导}}、降低搜寻成本和创造新需求来影响决策。<br>两者共同构成了数据驱动商业模式的核心，重塑了消费者的选择路径。
复习题1|分论Ⅰ(声誉机制)：请夹叙夹议地阐述声誉机制的影响。	“叙”：声誉机制，即消费者评价反馈机制，通过让已购用户对商品或服务进行评价（如eBay的{{c1::反馈评分、星标评价、文字评论}}），将信息传递给潜在消费者，从而{{c2::解决信息不对称}}问题。<br>“议”：其本质是{{c3::将“信任”数据化和规模化}}的过程。它不仅为消费者提供了决策依据，更重要的是建立了一套{{c4::激励与约束机制}}：好评卖家获得更多曝光和生意（如滴滴优先派单），差评卖家则被变相惩罚，这有效{{c5::抑制了卖家的机会主义行为}}，维护了市场秩序。
复习题1|分论Ⅱ(商品推荐)：请夹叙夹议地阐述商品推荐的影响。	“叙”：商品推荐系统利用大数据和AI技术，分析消费者的个人行为数据，建立用户画像，并主动推荐商品。主要模式有基于商品相似性的“{{c1::内容推荐}}”和基于用户相似性的“{{c1::协同推荐}}”。<br>“议”：这从根本上改变了“人找货”的传统模式为“{{c1::货找人}}”。它极大地{{c1::降低了消费者的搜寻成本}}。并通过推荐“你可能喜欢但不知道”的商品来{{c2::创造和扩大了市场需求}}。同时，它也是激活“{{c6::长尾市场}}”的关键，让小众商品得以触达精准用户。
复习题2|总论：简述数字经济市场竞争的特点及市场竞争层次。	数字经济竞争有四大特点：{{c1::数据算法驱动}}、{{c2::守门人平台为重要主体}}、{{c3::表现为生态竞争}}和{{c4::破坏性创新为主导力量}}。<br>其竞争层次分为：传统的{{c5::市场内竞争}}与决定性的{{c6::争夺市场的竞争}}、不同{{c7::商业模式间的竞争}}，以及{{c8::平台间与平台内}}两个维度的竞争。
复习题2|分论Ⅰ(竞争特点)：请夹叙夹议地阐述数字经济市场竞争的特点。	“叙”：数字竞争的特点包括：①数据和算法成为{{c1::核心竞争要素}}和进入壁垒；②大型“{{c2::守门人}}”平台成为市场主导；③竞争从企业间对抗变为{{c3::平台生态间的群体竞争}}；④以颠覆旧模式为特征的{{c4::破坏性创新}}成为动态竞争的主导力量。<br>“议”：这些特点共同指向一个核心——数字市场的竞争是{{c5::动态的、多维的、围绕少数核心节点的}}。与传统市场主要在“场子内”（市场内）比拼不同，数字竞争更多是{{c6::争夺“成为场子”的资格}}（争夺市场），赢家往往通吃，但又时刻面临被新技术、新模式颠覆的风险。
复习题2|分论Ⅱ(竞争层次)：请夹叙夹议地阐述数字经济市场竞争的层次。	“叙”：数字竞争分为多个层次：①静态的“{{c1::市场内竞争}}”和动态的“{{c2::争夺市场的竞争}}”；②不同{{c3::商业模式}}之间的竞争（如线上对线下）；③{{c4::平台间}}的竞争（如淘宝对京东）和{{c5::平台内}}商家间的竞争。<br>“议”：理解这些层次至关重要。反垄断时，不能只看“市场内”的份额，因为真正的威胁可能来自“{{c6::争夺市场}}”的破坏性创新者。同时，平台既是{{c7::“裁判员”（调控平台内竞争）}}，又是{{c8::“运动员”（参与平台间竞争）}}，这种双重身份使其行为（如自我优待）变得异常复杂。
复习题3|总论：简述数字经济市场竞争的主要影响因素。	影响数字经济市场竞争的四大关键因素是：{{c1::数据独占性}}（决定进入壁垒）、{{c2::网络效应强度}}（决定市场集中趋势）、{{c3::用户多属}}（决定平台间竞争激烈程度）和{{c4::用户转换成本}}（决定用户锁定效应）。
复习题3|分论Ⅰ(数据与网络)：请夹叙夹议地阐述数据独占性与网络效应的影响。	“叙”：①{{c1::数据独占性}}：若数据被一家独占，就会形成难以逾越的{{c2::进入壁垒}}。②{{c3::网络效应}}：用户越多的平台吸引力越大，形成“强者愈强”的正反馈，是导致市场“{{c4::赢家通吃}}”的直接原因。<br>“议”：这两者是平台建立“护城河”的基石。{{c5::数据是“原料”}}，{{c6::网络效应是“加速器”}}。一个拥有海量独占数据和强大网络效应的平台，其市场地位会自然地高度集中，这给反垄断带来了{{c7::在鼓励创新和防止垄断固化之间取得平衡}}的结构性挑战。
复习题3|分论Ⅱ(用户行为)：请夹叙夹议地阐述用户多属与转换成本的影响。	“叙”：①{{c1::用户多属}}：指用户同时使用多个同类平台（如同时装了美团和饿了么）。多属用户越多，平台间{{c2::竞争越激烈}}。②{{c3::转换成本}}：指用户从一个平台换到另一个平台的成本（包括金钱、数据损失、学习成本等）。成本越高，用户越容易被{{c4::“锁定”}}。<br>“议”：这两个因素决定了市场的{{c5::“流动性”}}。{{c6::低转换成本和高多属率}}意味着用户“用脚投票”的能力强，市场竞争就更有效。反之，平台会竭力{{c7::提高转换成本、限制用户多属}}（如“二选一”），将用户“圈养”起来，从而获得更强的市场势力。
复习题4|总论：简述平台垄断势力的层次及其损害。	平台垄断势力分三层：{{c1::绝对垄断势力}}（对竞争者）、{{c2::相对垄断势力}}（对平台用户）和{{c3::生态垄断势力}}（跨市场）。<br>其损害也分三方面：损害{{c4::消费者福利}}（如大数据杀熟）、损害{{c5::平台商家福利}}（如高佣金、二选一）和威胁{{c6::社会公共安全}}（如数据安全风险）。
复习题4|分论Ⅰ(垄断层次)：请夹叙夹议地阐述平台垄断势力的三个层次。	“叙”：平台垄断势力分为：①{{c1::绝对垄断势力}}：在特定市场内相对竞争对手的压倒性优势。②{{c2::相对垄断势力}}：作为交易“必经通道”对平台内用户的控制力，也称{{c3::中介势力}}。③{{c4::生态垄断势力}}：利用核心业务优势和数据，将势力延伸至多个相关市场，形成跨市场控制力。<br>“议”：这三个层次是{{c5::递进的}}。平台首先在{{c6::一个市场取得绝对优势}}，然后利用这种优势{{c7::深度控制该市场内的交易双方}}，最后将这种控制力{{c8::复制和辐射到周边市场}}，构建起一个由自己主导的商业帝国。这种多层次、跨市场的势力结构，是传统反垄断理论难以完全涵盖的。
复习题4|分论Ⅱ(垄断损害)：请夹叙夹议地阐述平台垄断势力的损害。	“叙”：滥用垄断势力的损害包括：①对消费者：通过“{{c1::大数据杀熟}}”、{{c2::过度采集个人数据}}等损害消费者福利。②对平台商家：通过“{{c3::二选一}}”、不公平高佣金、自我优待等行为损害商家福利。③对社会：可能引发{{c4::国家数据安全风险}}、算法歧视、以及通过内容推送{{c5::强化社会偏见}}等，威胁公共安全。<br>“议”：平台垄断的危害是{{c6::系统性和多维度的}}，超越了传统垄断“高价格”的经济损害范畴。它不仅是经济问题，更是{{c7::社会治理问题}}。它影响的不仅是市场效率，还有{{c8::个人权利、商业公平乃至社会稳定}}。因此，对平台垄断的监管必须是综合性的。
